cut 136731
Node 4774: 0
Node 4775: 0
Node 4776: 0
Node 4777: 0
Node 4778: 0
Node 4779: 0
Node 4780: 0
Node 4781: 0
Node 4782: 0
Node 4783: 0
Node 4784: 0
Node 4785: 0
Node 4786: 0
Node 4787: 0
Node 4788: 0
Node 4789: 0
Node 4790: 0
Node 4791: 0
Node 4792: 0
Node 4793: 0
Node 4794: 0
Node 4795: 0
Node 4796: 0
Node 4797: 0
Node 4798: 0
Node 4799: 0
Node 4800: 0
Node 4801: 0
Node 4802: 0
Node 4803: 0
Node 4804: 0
Node 4805: 0
Node 4806: 0
Node 4807: 0
Node 4808: 0
Node 4809: 0
Node 4810: 0
Node 4811: 0
Node 4812: 0
Node 4813: 0
Node 4814: 0
Node 4815: 0
Node 4816: 0
Node 4817: 0
Node 4818: 0
Node 4819: 0
Node 4820: 0
Node 4821: 0
Node 4822: 0
Node 4823: 0
Node 4824: 0
Node 4825: 0
Node 4826: 0
Node 4827: 0
Node 4828: 0
Node 4829: 0
Node 4830: 0
Node 4831: 0
Node 4832: 0
Node 4833: 0
Node 4834: 0
Node 4835: 0
Node 4836: 0
Node 4837: 0
Node 4838: 0
Node 4839: 0
Node 4840: 0
Node 4841: 0
Node 4842: 0
Node 4843: 0
Node 4844: 0
Node 4845: 0
Node 4846: 0
Node 4847: 0
Node 4848: 0
Node 4849: 0
Node 4850: 0
Node 4851: 0
Node 4852: 0
Node 4853: 0
Node 4854: 0
Node 4855: 0
Node 4856: 0
Node 4857: 0
Node 4858: 0
Node 4859: 0
Node 4860: 0
Node 4861: 0
Node 4862: 0
Node 4863: 0
Node 4864: 0
Node 4865: 0
Node 4866: 0
Node 4867: 0
Node 4868: 0
Node 4869: 0
Node 4870: 0
Node 4871: 0
Node 4872: 0
Node 4873: 0
Node 4874: 0
Node 4875: 0
Node 4876: 0
Node 4877: 0
Node 4878: 0
Node 4879: 0
Node 4880: 0
Node 4881: 0
Node 4882: 0
Node 4883: 0
Node 4884: 0
Node 4885: 0
Node 4886: 0
Node 4887: 0
Node 4888: 0
Node 4889: 0
Node 4890: 0
Node 4891: 0
Node 4892: 0
Node 4893: 0
Node 4894: 0
Node 4895: 0
Node 4896: 0
Node 4897: 0
Node 4898: 0
Node 4899: 0
Node 4900: 0
Node 4901: 0
Node 4902: 0
Node 4903: 0
Node 4904: 0
Node 4905: 0
Node 4906: 0
Node 4907: 0
Node 4908: 0
Node 4909: 0
Node 4910: 0
Node 4911: 0
Node 4912: 0
Node 4913: 0
Node 4914: 0
Node 4915: 0
Node 4916: 0
Node 4917: 0
Node 4918: 0
Node 4919: 0
Node 4920: 0
Node 4921: 0
Node 4922: 0
Node 4923: 0
Node 4924: 0
Node 4925: 0
Node 4926: 0
Node 4927: 0
Node 4928: 0
Node 4929: 0
Node 4930: 0
Node 4931: 0
Node 4932: 0
Node 4933: 0
Node 4934: 0
Node 4935: 0
Node 4936: 0
Node 4937: 0
Node 4938: 0
Node 4939: 0
Node 4940: 0
Node 4941: 0
Node 4942: 0
Node 4943: 0
Node 4944: 0
Node 4945: 0
Node 4946: 0
Node 4947: 0
Node 4948: 0
Node 4949: 0
Node 4950: 0
Node 4951: 0
Node 4952: 0
Node 4953: 0
Node 4954: 0
Node 4955: 0
Node 4956: 0
Node 4957: 0
Node 4958: 0
Node 4959: 0
Node 4960: 0
Node 4961: 0
Node 4962: 0
Node 4963: 0
Node 4964: 0
Node 4965: 0
Node 4966: 0
Node 4967: 0
Node 4968: 0
Node 4969: 0
Node 4970: 0
Node 4971: 0
Node 4972: 0
Node 4973: 0
Node 4974: 0
Node 4975: 0
Node 4976: 0
Node 4977: 0
Node 4978: 0
Node 4979: 0
Node 4980: 0
Node 4981: 0
Node 4982: 0
Node 4983: 0
Node 4984: 0
Node 4985: 0
Node 4986: 0
Node 4987: 0
Node 4988: 0
Node 4989: 0
Node 4990: 0
Node 4991: 0
Node 4992: 0
Node 4993: 0
Node 4994: 0
Node 4995: 0
Node 4996: 0
Node 4997: 0
Node 4998: 0
Node 4999: 0
Node 5000: 0
Node 5001: 1
Node 5002: 1
Node 5003: 1
Node 5004: 1
Node 5005: 1
Node 5006: 1
Node 5007: 1
Node 5008: 1
Node 5009: 1
Node 5010: 1
Node 5011: 1
Node 5012: 1
Node 5013: 1
Node 5014: 1
Node 5015: 1
Node 5016: 1
Node 5017: 1
Node 5018: 1
Node 5019: 1
Node 5020: 1
Node 5021: 1
Node 5022: 1
Node 5023: 1
Node 5024: 1
Node 5025: 1
Node 5026: 1
Node 5027: 1
Node 5028: 1
Node 5029: 1
Node 5030: 1
Node 5031: 1
Node 5032: 1
Node 5033: 1
Node 5034: 1
Node 5035: 1
Node 5036: 1
Node 5037: 1
Node 5038: 1
Node 5039: 1
Node 5040: 1
Node 5041: 1
Node 5042: 1
Node 5043: 1
Node 5044: 1
Node 5045: 1
Node 5046: 1
Node 5047: 1
Node 5048: 1
Node 5049: 1
Node 5050: 1
Node 5051: 1
Node 5052: 1
Node 5053: 1
Node 5054: 1
Node 5055: 1
Node 5056: 1
Node 5057: 1
Node 5058: 1
Node 5059: 1
Node 5060: 1
Node 5061: 1
Node 5062: 1
Node 5063: 1
Node 5064: 1
Node 5065: 1
Node 5066: 1
Node 5067: 1
Node 5068: 1
Node 5069: 1
Node 5070: 1
Node 5071: 1
Node 5072: 1
Node 5073: 1
Node 5074: 1
Node 5075: 1
Node 5076: 1
Node 5077: 1
Node 5078: 1
Node 5079: 1
Node 5080: 1
Node 5081: 1
Node 5082: 1
Node 5083: 1
Node 5084: 1
Node 5085: 1
Node 5086: 1
Node 5087: 1
Node 5088: 1
Node 5089: 1
Node 5090: 1
Node 5091: 1
Node 5092: 1
Node 5093: 1
Node 5094: 1
Node 5095: 1
Node 5096: 1
Node 5097: 1
Node 5098: 1
Node 5099: 1
Node 5100: 1
Node 5101: 1
Node 5102: 1
Node 5103: 1
Node 5104: 1
Node 5105: 1
Node 5106: 1
Node 5107: 1
Node 5108: 1
Node 5109: 1
Node 5110: 1
Node 5111: 1
Node 5112: 1
Node 5113: 1
Node 5114: 1
Node 5115: 1
Node 5116: 1
Node 5117: 1
Node 5118: 1
Node 5119: 1
Node 5120: 1
Node 5121: 1
Node 5122: 1
Node 5123: 1
Node 5124: 1
Node 5125: 1
Node 5126: 1
Node 5127: 1
Node 5128: 1
Node 5129: 1
Node 5130: 1
Node 5131: 1
Node 5132: 1
Node 5133: 1
Node 5134: 1
Node 5135: 1
Node 5136: 1
Node 5137: 1
Node 5138: 1
Node 5139: 1
Node 5140: 1
Node 5141: 1
Node 5142: 1
Node 5143: 1
Node 5144: 1
Node 5145: 1
Node 5146: 1
Node 5147: 1
Node 5148: 1
Node 5149: 1
Node 5150: 1
Node 5151: 1
Node 5152: 1
Node 5153: 1
Node 5154: 1
Node 5155: 1
Node 5156: 1
Node 5157: 1
Node 5158: 1
Node 5159: 1
Node 5160: 1
Node 5161: 1
Node 5162: 1
Node 5163: 1
Node 5164: 1
Node 5165: 1
Node 5166: 1
Node 5167: 1
Node 5168: 1
Node 5169: 1
Node 5170: 1
Node 5171: 1
Node 5172: 1
Node 5173: 1
Node 5174: 1
Node 5175: 1
Node 5176: 1
Node 5177: 1
Node 5178: 1
Node 5179: 1
Node 5180: 1
Node 5181: 1
Node 5182: 1
Node 5183: 1
Node 5184: 1
Node 5185: 1
Node 5186: 1
Node 5187: 1
Node 5188: 1
Node 5189: 1
Node 5190: 1
Node 5191: 1
Node 5192: 1
Node 5193: 1
Node 5194: 1
Node 5195: 1
Node 5196: 1
Node 5197: 1
Node 5198: 1
Node 5199: 1
Node 5200: 1
Node 5201: 1
Node 5202: 1
Node 5203: 1
Node 5204: 1
Node 5205: 1
Node 5206: 1
Node 5207: 1
Node 5208: 1
Node 5209: 1
Node 5210: 1
Node 5211: 1
Node 5212: 1
Node 5213: 1
Node 5214: 1
Node 5215: 1
Node 5216: 1
Node 5217: 1
Node 5218: 1
Node 5219: 1
Node 5220: 1
Node 5221: 1
Node 5222: 1
Node 5223: 1
Node 5224: 1
Node 5225: 1
Node 5226: 1
Node 5227: 1
Node 5228: 1
Node 5229: 1
Node 5230: 1
Node 5231: 1
Node 5232: 1
Node 5233: 1
Node 5234: 1
Node 5235: 1
Node 5236: 1
Node 5237: 1
Node 5238: 1
Node 5239: 1
Node 5240: 1
Node 5241: 1
Node 5242: 1
Node 5243: 1
Node 5244: 1
Node 5245: 1
Node 5246: 1
Node 5247: 1
Node 5248: 1
Node 5249: 1
Node 5250: 1
Node 5251: 1
Node 5252: 1
Node 5253: 1
Node 5254: 1
Node 5255: 1
Node 5256: 1
Node 5257: 1
Node 5258: 1
Node 5259: 1
Node 5260: 1
Node 5261: 1
Node 5262: 1
Node 5263: 1
Node 5264: 1
Node 5265: 1
Node 5266: 1
Node 5267: 1
Node 5268: 1
Node 5269: 1
Node 5270: 1
Node 5271: 1
Node 5272: 1
Node 5273: 1
Node 5274: 1
Node 5275: 1
Node 5276: 1
Node 5277: 1
Node 5278: 1
Node 5279: 1
Node 5280: 1
Node 5281: 1
Node 5282: 1
Node 5283: 1
Node 5284: 1
Node 5285: 1
Node 5286: 1
Node 5287: 1
Node 5288: 1
Node 5289: 1
Node 5290: 1
Node 5291: 1
Node 5292: 1
Node 5293: 1
Node 5294: 1
Node 5295: 1
Node 5296: 1
Node 5297: 1
Node 5298: 1
Node 5299: 1
Node 5300: 1
Node 5301: 1
Node 5302: 1
Node 5303: 1
Node 5304: 1
Node 5305: 1
Node 5306: 1
Node 5307: 1
Node 5308: 1
Node 5309: 1
Node 5310: 1
Node 5311: 1
Node 5312: 1
Node 5313: 1
Node 5314: 1
Node 5315: 1
Node 5316: 1
Node 5317: 1
Node 5318: 1
Node 5319: 1
Node 5320: 1
Node 5321: 1
Node 5322: 1
Node 5323: 1
Node 5324: 1
Node 5325: 1
Node 5326: 1
Node 5327: 1
Node 5328: 1
Node 5329: 1
Node 5330: 1
Node 5331: 1
Node 5332: 1
Node 5333: 1
Node 5334: 1
Node 5335: 1
Node 5336: 1
Node 5337: 1
Node 5338: 1
Node 5339: 1
Node 5340: 1
Node 5341: 1
Node 5342: 1
Node 5343: 1
Node 5344: 1
Node 5345: 1
Node 5346: 1
Node 5347: 1
Node 5348: 1
Node 5349: 1
Node 5350: 1
Node 5351: 1
Node 5352: 1
Node 5353: 1
Node 5354: 1
Node 5355: 1
Node 5356: 1
Node 5357: 1
Node 5358: 1
Node 5359: 1
Node 5360: 1
Node 5361: 1
Node 5362: 1
Node 5363: 1
Node 5364: 1
Node 5365: 1
Node 5366: 1
Node 5367: 1
Node 5368: 1
Node 5369: 1
Node 5370: 1
Node 5371: 1
Node 5372: 1
Node 5373: 1
Node 5374: 1
Node 5375: 1
Node 5376: 1
Node 5377: 1
Node 5378: 1
Node 5379: 1
Node 5380: 1
Node 5381: 1
Node 5382: 1
Node 5383: 1
Node 5384: 1
Node 5385: 1
Node 5386: 1
Node 5387: 1
Node 5388: 1
Node 5389: 1
Node 5390: 1
Node 5391: 1
Node 5392: 1
Node 5393: 1
Node 5394: 1
Node 5395: 1
Node 5396: 1
Node 5397: 1
Node 5398: 1
Node 5399: 1
Node 5400: 1
Node 5401: 1
Node 5402: 1
Node 5403: 1
Node 5404: 1
Node 5405: 1
Node 5406: 1
Node 5407: 1
Node 5408: 1
Node 5409: 1
Node 5410: 1
Node 5411: 1
Node 5412: 1
Node 5413: 1
Node 5414: 1
Node 5415: 1
Node 5416: 1
Node 5417: 1
Node 5418: 1
Node 5419: 1
Node 5420: 1
Node 5421: 1
Node 5422: 1
Node 5423: 1
Node 5424: 1
Node 5425: 1
Node 5426: 1
Node 5427: 1
Node 5428: 1
Node 5429: 1
Node 5430: 1
Node 5431: 1
Node 5432: 1
Node 5433: 1
Node 5434: 1
Node 5435: 1
Node 5436: 1
Node 5437: 1
Node 5438: 1
Node 5439: 1
Node 5440: 1
Node 5441: 1
Node 5442: 1
Node 5443: 1
Node 5444: 1
Node 5445: 1
Node 5446: 1
Node 5447: 1
Node 5448: 1
Node 5449: 1
Node 5450: 1
Node 5451: 1
Node 5452: 1
Node 5453: 1
Node 5454: 1
Node 5455: 1
Node 5456: 1
Node 5457: 1
Node 5458: 1
Node 5459: 1
Node 5460: 1
Node 5461: 1
Node 5462: 1
Node 5463: 1
Node 5464: 1
Node 5465: 1
Node 5466: 1
Node 5467: 1
Node 5468: 1
Node 5469: 1
Node 5470: 1
Node 5471: 1
Node 5472: 1
Node 5473: 1
Node 5474: 1
Node 5475: 1
Node 5476: 1
Node 5477: 1
Node 5478: 1
Node 5479: 1
Node 5480: 1
Node 5481: 1
Node 5482: 1
Node 5483: 1
Node 5484: 1
Node 5485: 1
Node 5486: 1
Node 5487: 1
Node 5488: 1
Node 5489: 1
Node 5490: 1
Node 5491: 1
Node 5492: 1
Node 5493: 1
Node 5494: 1
Node 5495: 1
Node 5496: 1
Node 5497: 1
Node 5498: 1
Node 5499: 1
Node 5500: 1
Node 5501: 1
Node 5502: 1
Node 5503: 1
Node 5504: 1
Node 5505: 1
Node 5506: 1
Node 5507: 1
Node 5508: 1
Node 5509: 1
Node 5510: 1
Node 5511: 1
Node 5512: 1
Node 5513: 1
Node 5514: 1
Node 5515: 1
Node 5516: 1
Node 5517: 1
Node 5518: 1
Node 5519: 1
Node 5520: 1
Node 5521: 1
Node 5522: 1
Node 5523: 1
Node 5524: 1
Node 5525: 1
Node 5526: 1
Node 5527: 1
Node 5528: 1
Node 5529: 1
Node 5530: 1
Node 5531: 1
Node 5532: 1
Node 5533: 1
Node 5534: 1
Node 5535: 1
Node 5536: 1
Node 5537: 1
Node 5538: 1
Node 5539: 1
Node 5540: 1
Node 5541: 1
Node 5542: 1
Node 5543: 1
Node 5544: 1
Node 5545: 1
Node 5546: 1
Node 5547: 1
Node 5548: 1
Node 5549: 1
Node 5550: 1
Node 5551: 1
Node 5552: 1
Node 5553: 1
Node 5554: 1
Node 5555: 1
Node 5556: 1
Node 5557: 1
Node 5558: 1
Node 5559: 1
Node 5560: 1
Node 5561: 1
Node 5562: 1
Node 5563: 1
Node 5564: 1
Node 5565: 1
Node 5566: 1
Node 5567: 1
Node 5568: 1
Node 5569: 1
Node 5570: 1
Node 5571: 1
Node 5572: 1
Node 5573: 1
Node 5574: 1
Node 5575: 1
Node 5576: 1
Node 5577: 1
Node 5578: 1
Node 5579: 1
Node 5580: 1
Node 5581: 1
Node 5582: 1
Node 5583: 1
Node 5584: 1
Node 5585: 1
Node 5586: 1
Node 5587: 1
Node 5588: 1
Node 5589: 1
Node 5590: 1
Node 5591: 1
Node 5592: 1
Node 5593: 1
Node 5594: 1
Node 5595: 1
Node 5596: 1
Node 5597: 1
Node 5598: 1
Node 5599: 1
Node 5600: 1
Node 5601: 1
Node 5602: 1
Node 5603: 1
Node 5604: 1
Node 5605: 1
Node 5606: 1
Node 5607: 1
Node 5608: 1
Node 5609: 1
Node 5610: 1
Node 5611: 1
Node 5612: 1
Node 5613: 1
Node 5614: 1
Node 5615: 1
Node 5616: 1
Node 5617: 1
Node 5618: 1
Node 5619: 1
Node 5620: 1
Node 5621: 1
Node 5622: 1
Node 5623: 1
Node 5624: 1
Node 5625: 1
Node 5626: 1
Node 5627: 1
Node 5628: 1
Node 5629: 1
Node 5630: 1
Node 5631: 1
Node 5632: 1
Node 5633: 1
Node 5634: 1
Node 5635: 1
Node 5636: 1
Node 5637: 1
Node 5638: 1
Node 5639: 1
Node 5640: 1
Node 5641: 1
Node 5642: 1
Node 5643: 1
Node 5644: 1
Node 5645: 1
Node 5646: 1
Node 5647: 1
Node 5648: 1
Node 5649: 1
Node 5650: 1
Node 5651: 1
Node 5652: 1
Node 5653: 1
Node 5654: 1
Node 5655: 1
Node 5656: 1
Node 5657: 1
Node 5658: 1
Node 5659: 1
Node 5660: 1
Node 5661: 1
Node 5662: 1
Node 5663: 1
Node 5664: 1
Node 5665: 1
Node 5666: 1
Node 5667: 1
Node 5668: 1
Node 5669: 1
Node 5670: 1
Node 5671: 1
Node 5672: 1
Node 5673: 1
Node 5674: 1
Node 5675: 1
Node 5676: 1
Node 5677: 1
Node 5678: 1
Node 5679: 1
Node 5680: 1
Node 5681: 1
Node 5682: 1
Node 5683: 1
Node 5684: 1
Node 5685: 1
Node 5686: 1
Node 5687: 1
Node 5688: 1
Node 5689: 1
Node 5690: 1
Node 5691: 1
Node 5692: 1
Node 5693: 1
Node 5694: 1
Node 5695: 1
Node 5696: 1
Node 5697: 1
Node 5698: 1
Node 5699: 1
Node 5700: 1
Node 5701: 1
Node 5702: 1
Node 5703: 1
Node 5704: 1
Node 5705: 1
Node 5706: 1
Node 5707: 1
Node 5708: 1
Node 5709: 1
Node 5710: 1
Node 5711: 1
Node 5712: 1
Node 5713: 1
Node 5714: 1
Node 5715: 1
Node 5716: 1
Node 5717: 1
Node 5718: 1
Node 5719: 1
Node 5720: 1
Node 5721: 1
Node 5722: 1
Node 5723: 1
Node 5724: 1
Node 5725: 1
Node 5726: 1
Node 5727: 1
Node 5728: 1
Node 5729: 1
Node 5730: 1
Node 5731: 1
Node 5732: 1
Node 5733: 1
Node 5734: 1
Node 5735: 1
Node 5736: 1
Node 5737: 1
Node 5738: 1
Node 5739: 1
Node 5740: 1
Node 5741: 1
Node 5742: 1
Node 5743: 1
Node 5744: 1
Node 5745: 1
Node 5746: 1
Node 5747: 1
Node 5748: 1
Node 5749: 1
Node 5750: 1
Node 5751: 1
Node 5752: 1
Node 5753: 1
Node 5754: 1
Node 5755: 1
Node 5756: 1
Node 5757: 1
Node 5758: 1
Node 5759: 1
Node 5760: 1
Node 5761: 1
Node 5762: 1
Node 5763: 1
Node 5764: 1
Node 5765: 1
Node 5766: 1
Node 5767: 1
Node 5768: 1
Node 5769: 1
Node 5770: 1
Node 5771: 1
Node 5772: 1
Node 5773: 1
Node 5774: 1
Node 5775: 1
Node 5776: 1
Node 5777: 1
Node 5778: 1
Node 5779: 1
Node 5780: 1
Node 5781: 1
Node 5782: 1
Node 5783: 1
Node 5784: 1
Node 5785: 1
Node 5786: 1
Node 5787: 1
Node 5788: 1
Node 5789: 1
Node 5790: 1
Node 5791: 1
Node 5792: 1
Node 5793: 1
Node 5794: 1
Node 5795: 1
Node 5796: 1
Node 5797: 1
Node 5798: 1
Node 5799: 1
Node 5800: 1
Node 5801: 1
Node 5802: 1
Node 5803: 1
Node 5804: 1
Node 5805: 1
Node 5806: 1
Node 5807: 1
Node 5808: 1
Node 5809: 1
Node 5810: 1
Node 5811: 1
Node 5812: 1
Node 5813: 1
Node 5814: 1
Node 5815: 1
Node 5816: 1
Node 5817: 1
Node 5818: 1
Node 5819: 1
Node 5820: 1
Node 5821: 1
Node 5822: 1
Node 5823: 1
Node 5824: 1
Node 5825: 1
Node 5826: 1
Node 5827: 1
Node 5828: 1
Node 5829: 1
Node 5830: 1
Node 5831: 1
Node 5832: 1
Node 5833: 1
Node 5834: 1
Node 5835: 1
Node 5836: 1
Node 5837: 1
Node 5838: 1
Node 5839: 1
Node 5840: 1
Node 5841: 1
Node 5842: 1
Node 5843: 1
Node 5844: 1
Node 5845: 1
Node 5846: 1
Node 5847: 1
Node 5848: 1
Node 5849: 1
Node 5850: 1
Node 5851: 1
Node 5852: 1
Node 5853: 1
Node 5854: 1
Node 5855: 1
Node 5856: 1
Node 5857: 1
Node 5858: 1
Node 5859: 1
Node 5860: 1
Node 5861: 1
Node 5862: 1
Node 5863: 1
Node 5864: 1
Node 5865: 1
Node 5866: 1
Node 5867: 1
Node 5868: 1
Node 5869: 1
Node 5870: 1
Node 5871: 1
Node 5872: 1
Node 5873: 1
Node 5874: 1
Node 5875: 1
Node 5876: 1
Node 5877: 1
Node 5878: 1
Node 5879: 1
Node 5880: 1
Node 5881: 1
Node 5882: 1
Node 5883: 1
Node 5884: 1
Node 5885: 1
Node 5886: 1
Node 5887: 1
Node 5888: 1
Node 5889: 1
Node 5890: 1
Node 5891: 1
Node 5892: 1
Node 5893: 1
Node 5894: 1
Node 5895: 1
Node 5896: 1
Node 5897: 1
Node 5898: 1
Node 5899: 1
Node 5900: 1
Node 5901: 1
Node 5902: 1
Node 5903: 1
Node 5904: 1
Node 5905: 1
Node 5906: 1
Node 5907: 1
Node 5908: 1
Node 5909: 1
Node 5910: 1
Node 5911: 1
Node 5912: 1
Node 5913: 1
Node 5914: 1
Node 5915: 1
Node 5916: 1
Node 5917: 1
Node 5918: 1
Node 5919: 1
Node 5920: 1
Node 5921: 1
Node 5922: 1
Node 5923: 1
Node 5924: 1
Node 5925: 1
Node 5926: 1
Node 5927: 1
Node 5928: 1
Node 5929: 1
Node 5930: 1
Node 5931: 1
Node 5932: 1
Node 5933: 1
Node 5934: 1
Node 5935: 1
Node 5936: 1
Node 5937: 1
Node 5938: 1
Node 5939: 1
Node 5940: 1
Node 5941: 1
Node 5942: 1
Node 5943: 1
Node 5944: 1
Node 5945: 1
Node 5946: 1
Node 5947: 1
Node 5948: 1
Node 5949: 1
Node 5950: 1
Node 5951: 1
Node 5952: 1
Node 5953: 1
Node 5954: 1
Node 5955: 1
Node 5956: 1
Node 5957: 1
Node 5958: 1
Node 5959: 1
Node 5960: 1
Node 5961: 1
Node 5962: 1
Node 5963: 1
Node 5964: 1
Node 5965: 1
Node 5966: 1
Node 5967: 1
Node 5968: 1
Node 5969: 1
Node 5970: 1
Node 5971: 1
Node 5972: 1
Node 5973: 1
Node 5974: 1
Node 5975: 1
Node 5976: 1
Node 5977: 1
Node 5978: 1
Node 5979: 1
Node 5980: 1
Node 5981: 1
Node 5982: 1
Node 5983: 1
Node 5984: 1
Node 5985: 1
Node 5986: 1
Node 5987: 1
Node 5988: 1
Node 5989: 1
Node 5990: 1
Node 5991: 1
Node 5992: 1
Node 5993: 1
Node 5994: 1
Node 5995: 1
Node 5996: 1
Node 5997: 1
Node 5998: 1
Node 5999: 1
Node 6000: 1
Node 6001: 1
Node 6002: 1
Node 6003: 1
Node 6004: 1
Node 6005: 1
Node 6006: 1
Node 6007: 1
Node 6008: 1
Node 6009: 1
Node 6010: 1
Node 6011: 1
Node 6012: 1
Node 6013: 1
Node 6014: 1
Node 6015: 1
Node 6016: 1
Node 6017: 1
Node 6018: 1
Node 6019: 1
Node 6020: 1
Node 6021: 1
Node 6022: 1
Node 6023: 1
Node 6024: 1
Node 6025: 1
Node 6026: 1
Node 6027: 1
Node 6028: 1
Node 6029: 1
Node 6030: 1
Node 6031: 1
Node 6032: 1
Node 6033: 1
Node 6034: 1
Node 6035: 1
Node 6036: 1
Node 6037: 1
Node 6038: 1
Node 6039: 1
Node 6040: 1
Node 6041: 1
Node 6042: 1
Node 6043: 1
Node 6044: 1
Node 6045: 1
Node 6046: 1
Node 6047: 1
Node 6048: 1
Node 6049: 1
Node 6050: 1
Node 6051: 1
Node 6052: 1
Node 6053: 1
Node 6054: 1
Node 6055: 1
Node 6056: 1
Node 6057: 1
Node 6058: 1
Node 6059: 1
Node 6060: 1
Node 6061: 1
Node 6062: 1
Node 6063: 1
Node 6064: 1
Node 6065: 1
Node 6066: 1
Node 6067: 1
Node 6068: 1
Node 6069: 1
Node 6070: 1
Node 6071: 1
Node 6072: 1
Node 6073: 1
Node 6074: 1
Node 6075: 1
Node 6076: 1
Node 6077: 1
Node 6078: 1
Node 6079: 1
Node 6080: 1
Node 6081: 1
Node 6082: 1
Node 6083: 1
Node 6084: 1
Node 6085: 1
Node 6086: 1
Node 6087: 1
Node 6088: 1
Node 6089: 1
Node 6090: 1
Node 6091: 1
Node 6092: 1
Node 6093: 1
Node 6094: 1
Node 6095: 1
Node 6096: 1
Node 6097: 1
Node 6098: 1
Node 6099: 1
Node 6100: 1
Node 6101: 1
Node 6102: 1
Node 6103: 1
Node 6104: 1
Node 6105: 1
Node 6106: 1
Node 6107: 1
Node 6108: 1
Node 6109: 1
Node 6110: 1
Node 6111: 1
Node 6112: 1
Node 6113: 1
Node 6114: 1
Node 6115: 1
Node 6116: 1
Node 6117: 1
Node 6118: 1
Node 6119: 1
Node 6120: 1
Node 6121: 1
Node 6122: 1
Node 6123: 1
Node 6124: 1
Node 6125: 1
Node 6126: 1
Node 6127: 1
Node 6128: 1
Node 6129: 1
Node 6130: 1
Node 6131: 1
Node 6132: 1
Node 6133: 1
Node 6134: 1
Node 6135: 1
Node 6136: 1
Node 6137: 1
Node 6138: 1
Node 6139: 1
Node 6140: 1
Node 6141: 1
Node 6142: 1
Node 6143: 1
Node 6144: 1
Node 6145: 1
Node 6146: 1
Node 6147: 1
Node 6148: 1
Node 6149: 1
Node 6150: 1
Node 6151: 1
Node 6152: 1
Node 6153: 1
Node 6154: 1
Node 6155: 1
Node 6156: 1
Node 6157: 1
Node 6158: 1
Node 6159: 1
Node 6160: 1
Node 6161: 1
Node 6162: 1
Node 6163: 1
Node 6164: 1
Node 6165: 1
Node 6166: 1
Node 6167: 1
Node 6168: 1
Node 6169: 1
Node 6170: 1
Node 6171: 1
Node 6172: 1
Node 6173: 1
Node 6174: 1
Node 6175: 1
Node 6176: 1
Node 6177: 1
Node 6178: 1
Node 6179: 1
Node 6180: 1
Node 6181: 1
Node 6182: 1
Node 6183: 1
Node 6184: 1
Node 6185: 1
Node 6186: 1
Node 6187: 1
Node 6188: 1
Node 6189: 1
Node 6190: 1
Node 6191: 1
Node 6192: 1
Node 6193: 1
Node 6194: 1
Node 6195: 1
Node 6196: 1
Node 6197: 1
Node 6198: 1
Node 6199: 1
Node 6200: 1
Node 6201: 1
Node 6202: 1
Node 6203: 1
Node 6204: 1
Node 6205: 1
Node 6206: 1
Node 6207: 1
Node 6208: 1
Node 6209: 1
Node 6210: 1
Node 6211: 1
Node 6212: 1
Node 6213: 1
Node 6214: 1
Node 6215: 1
Node 6216: 1
Node 6217: 1
Node 6218: 1
Node 6219: 1
Node 6220: 1
Node 6221: 1
Node 6222: 1
Node 6223: 1
Node 6224: 1
Node 6225: 1
Node 6226: 1
Node 6227: 1
Node 6228: 1
Node 6229: 1
Node 6230: 1
Node 6231: 1
Node 6232: 1
Node 6233: 1
Node 6234: 1
Node 6235: 1
Node 6236: 1
Node 6237: 1
Node 6238: 1
Node 6239: 1
Node 6240: 1
Node 6241: 1
Node 6242: 1
Node 6243: 1
Node 6244: 1
Node 6245: 1
Node 6246: 1
Node 6247: 1
Node 6248: 1
Node 6249: 1
Node 6250: 1
Node 6251: 1
Node 6252: 1
Node 6253: 1
Node 6254: 1
Node 6255: 1
Node 6256: 1
Node 6257: 1
Node 6258: 1
Node 6259: 1
Node 6260: 1
Node 6261: 1
Node 6262: 1
Node 6263: 1
Node 6264: 1
Node 6265: 1
Node 6266: 1
Node 6267: 1
Node 6268: 1
Node 6269: 1
Node 6270: 1
Node 6271: 1
Node 6272: 1
Node 6273: 1
Node 6274: 1
Node 6275: 1
Node 6276: 1
Node 6277: 1
Node 6278: 1
Node 6279: 1
Node 6280: 1
Node 6281: 1
Node 6282: 1
Node 6283: 1
Node 6284: 1
Node 6285: 1
Node 6286: 1
Node 6287: 1
Node 6288: 1
Node 6289: 1
Node 6290: 1
Node 6291: 1
Node 6292: 1
Node 6293: 1
Node 6294: 1
Node 6295: 1
Node 6296: 1
Node 6297: 1
Node 6298: 1
Node 6299: 1
Node 6300: 1
Node 6301: 1
Node 6302: 1
Node 6303: 1
Node 6304: 1
Node 6305: 1
Node 6306: 1
Node 6307: 1
Node 6308: 1
Node 6309: 1
Node 6310: 1
Node 6311: 1
Node 6312: 1
Node 6313: 1
Node 6314: 1
Node 6315: 1
Node 6316: 1
Node 6317: 1
Node 6318: 1
Node 6319: 1
Node 6320: 1
Node 6321: 1
Node 6322: 1
Node 6323: 1
Node 6324: 1
Node 6325: 1
Node 6326: 1
Node 6327: 1
